id;idcor;authors;year;ref;doi;url;experiment.type;condition;stress;location;nb.site;names.s1;names.s2;names.s3;names.s4;names.s5;trace;lat.dms.s1;lat.dir.s1;long.dms.s1;long.dir.s1;lat.dms.s2;lat.dir.s2;long.dms.s2;long.dir.s2;lat.dms.s3;lat.dir.s3;long.dms.s3;long.dir.s3;lat.dms.s4;lat.dir.s4;long.dms.s4;long.dir.s4;lat.dms.s5;lat.dir.s5;long.dms.s5;long.dir.s5;life.form;veg.sp;veg.type;bio.scale;bio.scale.genera;nb.sp.reported;fitness;RGR.authors;RGR.min.authors;RGR.max.authors;RGR.unit.authors;RGR;RGR.min;RGR.max;RGR.unit;RGR.eq;RGR.dataset;RGR.dataset.period;trait.dataset;Traits.Dataset.period;RGR.stage;trait.stage;stage;stage.reported;stage.simi;trait.size.unit;measure.size;size.min;size.max;size.mean.range;trait.org;trait;trait.def;trait.min;trait.max;trait.unit;sample.size;relation.sign;coef.value.recorded;coef;coef.type
61;393;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_high;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;4;growth;RGR(Vi);0,0134;0,0212;g.g-1.d-1;RGR(Mi);4,891;7,738;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LAR;LAR;Leaf area ratio, leaf area:plant mass;5,14;7,78;m2.kg-1;4;N;0,91;-0,95;CoefDetRsq
61;394;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_high;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;4;growth;RGR(Vi);0,0134;0,0212;g.g-1.d-1;RGR(Mi);4,891;7,738;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LCP;LCP;Light compensation point;NA;NA;NA;4;O;0,67;0,82;CoefDetRsq
61;395;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_high;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;4;growth;RGR(Vi);0,0134;0,0212;g.g-1.d-1;RGR(Mi);4,891;7,738;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;SLA;SLA;Specific leaf area;143,3;171,8;cm2.g-1;4;N;0,94;-0,97;CoefDetRsq
61;396;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Aarea;Aarea;Rate of CO2 assimilation per unit leaf area;5,71;10,29;µmol m-2.s-1;6;O;0,01;0,1;CoefDetRsq
61;397;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Vessel diameter;Vessel size;Vessel Diameter;NA;NA;NA;6;O;0,37;0,61;CoefDetRsq
61;398;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Gs;Gs;Gs;NA;NA;NA;6;O;0,02;0,14;CoefDetRsq
61;399;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;K sapwood;Ks;K sapwood;NA;NA;NA;6;O;0,6;0,77;CoefDetRsq
61;400;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LAR;LAR;Leaf area ratio, leaf area:plant mass;4,3;15,28;m2.kg-1;6;O;0,55;0,74;CoefDetRsq
61;401;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LCP;LCP;Light compensation point;NA;NA;NA;6;O;0,54;0,73;CoefDetRsq
61;402;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;6;growth;RGR(Vi);0,0124;0,0417;g.g-1.d-1;RGR(Mi);4,526;15,2205;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;SLA;SLA;Specific leaf area;100;322,9;cm2.g-1;6;O;0,54;0,73;CoefDetRsq
61;403;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Aarea;Aarea;Rate of CO2 assimilation per unit leaf area;2,87;7,69;µmol m-2.s-1;6;O;0,27;0,52;CoefDetRsq
61;404;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Vessel diameter;Vessel size;Vessel Diameter;NA;NA;NA;6;O;0,23;0,48;CoefDetRsq
61;405;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;Gs;Gs;Gs;NA;NA;NA;6;O;0,15;0,39;CoefDetRsq
61;406;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;K sapwood;Ks;K sapwood;NA;NA;NA;6;N;0,94;-0,97;CoefDetRsq
61;407;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LAR;LAR;Leaf area ratio, leaf area:plant mass;4,3;15,28;m2.kg-1;6;P;0,8;0,89;CoefDetRsq
61;408;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;LCP;LCP;Light compensation point;NA;NA;NA;6;O;0,58;0,76;CoefDetRsq
61;409;Lusk.et.al;2013;Lusk.et.al.2013a;10.1093/aob/mcs289;http://aob.oxfordjournals.org/content/111/3/479.short;glasshouse;T_low;stressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate rain forest;intersp;intersp;6;growth;RGR(Vi);0,0084;0,0218;g.g-1.d-1;RGR(Mi);3,066;7,957;g.g-1.y-1;RGR =[ln(volumet90)_ln(volumet0)]/90;local;2011;local;2011;seedling;seedling;juvenile;y;Sim;A;age;0,246575342;0,246575342;0,246575342;SLA;SLA;Specific leaf area;100;322,9;cm2.g-1;6;P;0,72;0,85;CoefDetRsq
62;410;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2011;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;Aarea;Aarea;Rate of CO2 assimilation per unit leaf area;3,89;12,85;µmol m-2.s-1;17;O;0,31;0,31;Pearson
62;411;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;Vessel diameter;Vessel size;Vessel Diameter;NA;NA;NA;17;O;0,38;0,38;Pearson
62;412;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;vessel frequency;vessel frequency;vessel frequency;NA;NA;NA;17;O;-0,13;-0,13;Pearson
62;413;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2011;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;Gs;Gs;Gs;NA;NA;NA;17;O;0,22;0,22;Pearson
62;414;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;K leaf;K leaf;K leaf;NA;NA;NA;17;O;0,35;0,35;Pearson
62;415;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;K sapwood;Ks;K sapwood;NA;NA;NA;17;O;0,4;0,4;Pearson
62;416;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;LA:SA;SA/LA;LA:SA;NA;NA;NA;17;O;0,18;0,18;Pearson
62;417;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,41;0,71;g.g-1;17;O;-0,37;-0,37;Pearson
62;418;Lusk.et.al;2013;Lusk.et.al.2013b;10.1111/1365-2745.12152;http://doi.wiley.com/10.1111/1365-2745.12152;glasshouse;control;unstressed;New Zeland;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;17;growth;RGR(Vi);7,2;27,9;.10-3.d-1;RGR(Vi);2,628;10,1835;cm3.cm-3.yr-1;Ri=(ln(Vt105) - ln(Vt0))/105;local;2011-2012;local;2012;seedling;seedling;juvenile;y;Sim;H;height;0,197;0,316;0,2565;SLA;SLA;Specific leaf area;59,5;186,2;cm2.g-1;17;P;0,51;0,51;Pearson
63;419;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;IFN;2006;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;Hmax;Hmax;asymptotic maximal height;9,795;39,503;m;44;P;0,46;0,678;Pearson
63;420;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;dataset_Bolo.et.al.1990;2010;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;LA;LA;leaf area;0,01;159,4;cm2;44;O;NA;NA;Pearson
63;421;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;localcompilation_several.articles;2010;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;Nmass;Nmass;leaf nitrogen content per mass;8,03;40,2;mg.g-1;44;P;0,17;0,412;Pearson
63;422;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;localcompilation_several.articles;2010;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;Seedmass;Seedmass;dry seed mass;0,000097;6,5959;g;44;O;NA;NA;Pearson
63;423;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;localcompilation_several.articles;2010;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;SLA;SLA;Specific leaf area;23,47;247,26;cm2.g-1;44;O;NA;NA;Pearson
63;424;MartinezVilalta.et.al;2010;MartinezVilalta.et.al.2010;10.1111/j.1365-2745.2010.01718.x;http://doi.wiley.com/10.1111/j.1365-2745.2010.01718.x;field_forest understory;natural;unstressed;Spain_all territories;90 000;Spain_90000plots;NA;NA;NA;NA;multiple;40:25:0.0872/N;N;3:42:1.24/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;mediteranean;intersp;intersp;44;growth;RGR(Di);0,017;0,072;cm.cm-1 .yr-1;RGR(Di);0,017;0,072;cm.cm-1.yr-1;RGR=(ln[DBHIFN3])ln[DBHIFN2]) … time, where DBHIFN2 and DBHIFN3 are the diameters at breast height m;Dataset_National forest Inventory 2006, Catalan Ecological and Forest Inventory_ Burriel.et.al.2000/2004;2006/2000/2004;IFN;2006;adult;adult;adult;y;Sim;A-D;diameter;7,5;80;7,5;WD;WD;wood density ;0,441;0,902;g.cm-3;44;N;0,35;-0,59;Pearson
64;425;McCormack.et.al;2012;McCormack.et.al.2012;10.1111/j.1469-8137.2012.04198.x;http://www.ncbi.nlm.nih.gov/pubmed/22686426;common garden;control;unstressed;US_Pennsylvania;1;University;NA;NA;NA;NA;point;40:42:00/N;N;77:57:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate deciduous forest;intersp;intersp;12;growth;G(Di);6,4;20,7;cm.10yr-1;GR(Di);0,64;2,07;cm.yr-1;Trunk diameter at breast height (DBH) at 10 yr of age was used as an integrative measure of whole-plant growth over 10 yr. T;local;2001-2011;local;2009;adult;adult;adult;y;Sim;A-D;diameter;9,3;20,7;15;Ca content;Ca content;Ca content;NA;NA;NA;12;O;-0,06;-0,06;Pearson
64;426;McCormack.et.al;2012;McCormack.et.al.2012;10.1111/j.1469-8137.2012.04198.x;http://www.ncbi.nlm.nih.gov/pubmed/22686426;common garden;control;unstressed;US_Pennsylvania;1;University;NA;NA;NA;NA;point;40:42:00/N;N;77:57:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;temperate deciduous forest;intersp;intersp;12;growth;G(Di);6,4;20,7;cm.10yr-1;GR(Di);0,64;2,07;cm.yr-1;Trunk diameter at breast height (DBH) at 10 yr of age was used as an integrative measure of whole-plant growth over 10 yr. T;local;2001-2011;local;2009;adult;adult;adult;y;Sim;A-D;diameter;9,3;20,7;15;TNC;TNC;TNC;NA;NA;NA;12;O;0,37;0,37;Pearson
