id;idcor;authors;year;ref;doi;url;experiment.type;condition;stress;location;nb.site;names.s1;names.s2;names.s3;names.s4;names.s5;trace;lat.dms.s1;lat.dir.s1;long.dms.s1;long.dir.s1;lat.dms.s2;lat.dir.s2;long.dms.s2;long.dir.s2;lat.dms.s3;lat.dir.s3;long.dms.s3;long.dir.s3;lat.dms.s4;lat.dir.s4;long.dms.s4;long.dir.s4;lat.dms.s5;lat.dir.s5;long.dms.s5;long.dir.s5;life.form;veg.sp;veg.type;bio.scale;bio.scale.genera;nb.sp.reported;fitness;RGR.authors;RGR.min.authors;RGR.max.authors;RGR.unit.authors;RGR;RGR.min;RGR.max;RGR.unit;RGR.eq;RGR.dataset;RGR.dataset.period;trait.dataset;Traits.Dataset.period;RGR.stage;trait.stage;stage;stage.reported;stage.simi;trait.size.unit;measure.size;size.min;size.max;size.mean.range;trait.org;trait;trait.def;trait.min;trait.max;trait.unit;sample.size;relation.sign;coef.value.recorded;coef;coef.type
34;173;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;SLA;SLA;Specific leaf area;59,7;244;cm2.g-1;29;O;-0,07;-0,07;Pearson
34;174;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;Leaf K;LeafK;leaf K concentration;6,24;45,05;mg.g-1;29;O;0,17;0,17;Pearson
34;175;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;WD;WD;wood density ;0,17;0,87;g.cm-3;29;O;-0,29;-0,29;Pearson
34;176;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;Seed mass;Seedmass;Seed mass;NA;NA;NA;29;O;0,09;0,09;Pearson
34;177;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;Leaf P;Pmass;leaf P concentration;NA;NA;mg.g-1;29;O;0,25;0,25;Pearson
34;178;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;mix;adult;no mix?;Sim;D;diameter;10;80;10;Leaf N;Nmass;leaf nitrogen content per mass;NA;NA;mg.g-1;29;O;-0,09;-0,09;Pearson
34;179;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;sapling;adult;y;Diff;H;diameter;10;80;10;leaf / aboveground weight;LMR;leaf mass ratio leaf mass:plant mass;NA;NA;NA;29;O;0,31;0,31;Pearson
34;180;Easdale.and.Healey;2009;Easdale.and.Healey.2009;10.1016/j.ppees.2009.03.001;http://dx.doi.org/10.1016/j.ppees.2009.03.001;field_forest understory;natural;unstressed;Argentina_Tucuman;1;Sierra de San Javier;NA;NA;NA;NA;point;27:00:00/S;S;54:20:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;common boradlyleaves species;tropical seasonal forest;intersp;intersp;29;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;NA;Growth was represented as absolute rather than relative rate because there was no general correlation between the absolute diameter growth rate and size of individuals ³ 10 cm d.b.h. ;NA;NA;NA;NA;adult;adult;adult;y;Sim;D;diameter;40;40;40;Max Height;Hmax;asymptotic maximal height;6,5;29,74;m;29;P;0,54;0,54;Pearson
35;181;Fan.et.al;2012;Fan.et.al.2012;10.1111/j.1365-2745.2011.01939.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01939.x/full;field_forest understory;natural;unstressed;China_Yunnan;1;Xishuangban Tropical Garden;NA;NA;NA;NA;point;21:41:00/N;N;101:25:00/E;E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;40;growth;GR(Di);0,63;5,82;mm.y-1;GR(Di);0,063;0,582;cm.yr-1;GR= DBH at consecutive censuses wa rgressed against the corresponfing measurement date, the corresponding slope was used to obtain an annual diameter growth rate;local;2012;local;2012;mix;mix;adult;y;Sim;D;diameter;5;80;5;Hmax;Hmax;asymptotic maximal height;8,01;41,94;m;40;O;0,26;0,26;Pearson
35;182;Fan.et.al;2012;Fan.et.al.2012;10.1111/j.1365-2745.2011.01939.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01939.x/full;field_forest understory;natural;unstressed;China_Yunnan;1;Xishuangban Tropical Garden;NA;NA;NA;NA;point;21:41:00/N;N;101:25:00/E;E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;40;growth;GR(Di);0,63;5,82;mm.y-1;GR(Di);0,063;0,582;cm.yr-1;GR= DBH at consecutive censuses wa rgressed against the corresponfing measurement date, the corresponding slope was used to obtain an annual diameter growth rate;local;2012;local;2012;mix;mix;adult;y;Sim;D;diameter;5;80;5;WD;WD;wood density ;0,34;0,86;g.cm-3;40;O;-0,126;-0,126;Pearson
36;183;Fayolle.et.al;2012;Fayolle.et.al.2012;10.1371/journal.pone.0042381;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3419707&tool=pmcentrez&rendertype=abstract;mix.field.database;multiple;unstressed;Africa_CongoRegion;1;Congo Bassin;Congo Bassin;NA;NA;NA;point;4:66:00/N;N;13:66:00/E;E;0:34:00/N;N;18:62:00/E;E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;31;growth;MaxGR(Di);0,5;3,82;cm.yr-1;GR(Di);0,5;3,82;cm.yr-1;95th percentile in 10 permanent 4-ha plots at the Mba __ki experimental station in Central African Republic [39]. Maximum diameter growth rate ranged between 0.50 and 3.82 cm yr21 ;dataset_Harms.et.al.2001/Tumonisto.et.al.2003/Tuomisto.et.al.1995;2000-2007;dataset_Aubreville1959/Lebrun.Gilbert1954;NA;adult;adult;adult;y;Sim;D;diameter;30;80;30;WD;WD;wood density ;0,25;0,88;g.cm-3;31;N;-0,49;-0,49;Pearson
37;184;Fujimoto.et.al;2006;Fujimoto.et.al.2006;10.1007/s10310-005-0200-9;http://link.springer.com/10.1007/s10310-005-0200-9;field_forest plantation;natural;unstressed;Japan;1;Bibai;NA;NA;NA;NA;point;43:28:00/N;N;141:88:00/E;E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;Larix sp;mix;intrasp;intrasp;1;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;cm.yr-1;NA;local;NA;local;2006;adult;adult;adult;y;Sim;A;age;12;30;21;WD;WD;wood density;0,824;0,845;g.cm-3;95;N;-0,253;-0,253;CoefCorR
37;185;Fujimoto.et.al;2006;Fujimoto.et.al.2006;10.1007/s10310-005-0200-9;http://link.springer.com/10.1007/s10310-005-0200-9;field_forest plantation;natural;unstressed;Japan;1;Bibai;NA;NA;NA;NA;point;43:28:00/N;N;141:88:00/E;E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;Larix sp;mix;intrasp;intrasp;1;growth;GR(Di);NA;NA;NA;GR(Di);NA;NA;cm.yr-1;NA;local;NA;local;2006;adult;adult;adult;y;Sim;A;age;5;10;7,5;WD;WD;wood density;0,765;0,809;g.cm-3;95;O;-0,116;-0,116;CoefCorR
38;186;Galmes.et.al;2005;Galmes.et.al.2005;10.1007/s00442-005-0106-4;http://link.springer.com/10.1007/s00442-005-0106-4;glasshouse;stressed_H&L;gradientL;Spain_Mallorca;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woody;;mediteranean;intersp;intersp;8;growth;RGR(M1);30;60;mg.g-1.d-1;RGR(Mi);10,95;21,9;g.g-1.y-1;NA;local;2005;local;2005;seedling;seedling;juvenile;y;Sim;A;age;0,109589041;0,438356164;0,273972603;NARarea;NARarea;Rate of dry mass increment per unit leaf area;4;10;g.m-2.d-1;16;O;-0,466;-0,466;CoefRegR
38;187;Galmes.et.al;2005;Galmes.et.al.2005;10.1007/s00442-005-0106-4;http://link.springer.com/10.1007/s00442-005-0106-4;glasshouse;stressed_H&L;gradientL;Spain_Mallorca;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woody;;mediteranean;intersp;intersp;8;growth;RGR(M1);30;60;mg.g-1.d-1;RGR(Mi);10,95;21,9;g.g-1.y-1;NA;local;2005;local;2005;seedling;seedling;juvenile;y;Sim;A;age;0,109589041;0,438356164;0,273972603;LAR;LAR;Leaf area ratio, leaf area:plant mass;;;;16;P;0,726;0,726;CoefRegR
38;188;Galmes.et.al;2005;Galmes.et.al.2005;10.1007/s00442-005-0106-4;http://link.springer.com/10.1007/s00442-005-0106-4;glasshouse;stressed_H&L;gradientL;Spain_Mallorca;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woody;;mediteranean;intersp;intersp;8;growth;RGR(M1);30;60;mg.g-1.d-1;RGR(Mi);10,95;21,9;g.g-1.y-1;NA;local;2005;local;2005;seedling;seedling;juvenile;y;Sim;A;age;0,109589041;0,438356164;0,273972603;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,25;0,55;g.g-1;16;P;0,54;0,54;CoefRegR
38;189;Galmes.et.al;2005;Galmes.et.al.2005;10.1007/s00442-005-0106-4;http://link.springer.com/10.1007/s00442-005-0106-4;glasshouse;stressed_H&L;gradientL;Spain_Mallorca;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woody;;mediteranean;intersp;intersp;8;growth;RGR(M1);30;60;mg.g-1.d-1;RGR(Mi);10,95;21,9;g.g-1.y-1;NA;local;2005;local;2005;seedling;seedling;juvenile;y;Sim;A;age;0,109589041;0,438356164;0,273972603;SLA;SLA;Specific leaf area;50;250;cm2.g-1;16;P;0,715;0,715;CoefRegR
39;190;Gleeson.and.Tilman;1994;Gleeson.and.Tilman.1994;10.2307/2390080;http://www.jstor.org/stable/2390080?origin=crossref;glasshouse;control;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mix;;temperate deciduous forest;intersp;intersp;38;growth;RGR(Mi);0,046;0,241;g.g-1.d-1;RGR(Mi);16,79;87,965;g.g-1.yr-1;RGR=(ln M2-ln M1)/(T2-T1 );local;1994;local;1994;seedling;seedling;juvenile;y;Sim;A;age;0,116504854;0,116504854;0,116504854;Seedmass;Seedmass;dry seed mass;2,23E-05;4,224918624;g;38;N;-0,78;-0,78;CoefCorR
40;191;Grotkopp.et.al;2002;Grotkopp.et.al.2002;10.1086/338995;http://www.jstor.org/stable/10.1086/338995;shadehouse;control;unstressed;USA_California_DavisUni;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;PinusSP;mix;intersp;intragenus;29;growth;RGR(Mi);13;47;mg.g.d-1;RGR(Mi);4,745;17,155;g.g-1.y-1;NA;local;2002;local;2002;seedling;seedling;juvenile;y;Sim;A;age;0,038834951;0,194174757;0,116504854;LAR;LAR;Leaf area ratio, leaf area:plant mass;3,52;9,02;m2.kg-1;29;P;0,713;0,844393273;CoefDetRsq
40;192;Grotkopp.et.al;2002;Grotkopp.et.al.2002;10.1086/338995;http://www.jstor.org/stable/10.1086/338995;shadehouse;control;unstressed;USA_California_DavisUni;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;PinusSP;mix;intersp;intragenus;29;growth;RGR(Mi);13;47;mg.g.d-1;RGR(Mi);4,745;17,155;g.g-1.y-1;NA;local;2002;local;2002;seedling;seedling;juvenile;y;Sim;A;age;0,038834951;0,194174757;0,116504854;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,532;0,787;g.g-1;29;P;0,242;0,491934955;CoefDetRsq
40;193;Grotkopp.et.al;2002;Grotkopp.et.al.2002;10.1086/338995;http://www.jstor.org/stable/10.1086/338995;shadehouse;control;unstressed;USA_California_DavisUni;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;PinusSP;mix;intersp;intragenus;29;growth;RGR(Mi);13;47;mg.g.d-1;RGR(Mi);4,745;17,155;g.g-1.y-1;NA;local;2002;local;2002;seedling;seedling;juvenile;y;Sim;A;age;0,038834951;0,194174757;0,116504854;NARarea;NARarea;Rate of dry mass increment per unit leaf area;3,55;7,64;g.m-2.d-1;29;P;0,535;0,731436942;CoefDetRsq
40;194;Grotkopp.et.al;2002;Grotkopp.et.al.2002;10.1086/338995;http://www.jstor.org/stable/10.1086/338995;shadehouse;control;unstressed;USA_California_DavisUni;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;PinusSP;mix;intersp;intragenus;29;growth;RGR(Mi);13;47;mg.g.d-1;RGR(Mi);4,745;17,155;g.g-1.y-1;NA;local;2002;local;2002;seedling;seedling;juvenile;y;Sim;A;age;0,038834951;0,194174757;0,116504854;Seedmass;Seedmass;dry seed mass;0,0036;0,96;g;29;N;0,465;-0,681909085;CoefDetRsq
40;195;Grotkopp.et.al;2002;Grotkopp.et.al.2002;10.1086/338995;http://www.jstor.org/stable/10.1086/338995;shadehouse;control;unstressed;USA_California_DavisUni;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;PinusSP;mix;intersp;intragenus;29;growth;RGR(Mi);13;47;mg.g.d-1;RGR(Mi);4,745;17,155;g.g-1.y-1;NA;local;2002;local;2002;seedling;seedling;juvenile;y;Sim;A;age;0,038834951;0,194174757;0,116504854;SLA;SLA;Specific leaf area;60,6;132,3;cm2.g-1;29;P;0,611;0,78166489;CoefDetRsq
41;196;Grubb.et.al;1996;Grubb.et.al.1996;10.2307/2960555;http://www.jstor.org/stable/2960555?origin=crossref;shadehouse;L_moderate;unstressed;NA;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mix;;temperate deciduous forest;intersp;intersp;10;growth;RGR(Mi);9,369;53,224;10-3.day-1;RGR(Mi);3,419685;19,42676;g.g-1.yr-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1996;local;1996;seedling;seedling;juvenile;y;Sim;A;stage;NA;NA;NA;SLA;SLA;Specific leaf area;131,9;349,3;cm2.g-1;10;P;0,52;0,721110255;CoefDetRsq
42;197;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;NA;mix;adult;adult;y;Sim;D;diameter;31,4;79,2;55,3;Nmass;Nmass;leaf nitrogen content per mass;5;55;mg.g-1;50;O;-0,12;-0,12;Pearson
42;198;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;adult;adult;y;Sim;D;diameter;31,4;79,2;55,3;SLA;SLA;Specific leaf area;3,1;121,1;cm2.g-1;50;O;-0,05;-0,05;Pearson
42;199;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;MARIWEENdatabase_Herault.et.al.2010, see Ollivier, Baraloto & Marcon 2007;NA;mix;adult;adult;y;Sim;D;diameter;31,4;79,2;55,3;Hmax;Hmax;asymptotic maximal height;26;50;m;50;O;-0,11;-0,11;Pearson
42;200;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;adult;adult;y;Sim;D;diameter;31,4;79,2;55,3;WD;WD;wood density ;0,46;1,22;g.cm-3;50;N;-0,45;-0,45;Pearson
42;201;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;mix;adult;y;Sim;D;diameter;31,4;79,2;55,3;Leaf C:N;Leaf C:N;Leaf C:N;NA;NA;NA;50;O;0,08;0,08;Pearson
42;202;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;mix;adult;y;Sim;D;diameter;31,4;79,2;55,3;Chlorophyll mass;Chlorophyll mass;Chlorophyll mass;NA;NA;NA;50;O;0,18;0,18;Pearson
42;203;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;mix;adult;y;Sim;D;diameter;31,4;79,2;55,3;K mass;K mass;K mass;NA;NA;NA;50;O;0,08;0,08;Pearson
42;204;Herault.et.al;2011;Herault.et.al.2011;10.1111/j.1365-2745.2011.01883.x;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01883.x/abstract;mix.field.database;natural;unstressed;French Guiana;1;Paracou Reserve;NA;NA;NA;NA;point;5:18:00/N;N;52:55:00/W;W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;tropical rain forest;intersp;intersp;50;growth;MaxGR(Di);0,58;5,51;mm.y-1;GR(Di);0,058;0,551;cm.yr-1;log(AGRis+1)=Maxs _ exp(-1/2 _ (log((DSHis)/(Dopts)/Ks)2)+_is1. Maxs is the maximum value of log(AGR+1);Paracou_Wagner.et.al.2010;1991-2007;FrenchGuianaDatabase_Baraloto.et.al.2010andb;2007-2008;mix;mix;adult;y;Sim;D;diameter;31,4;79,2;55,3;LaminaToughness;LaminaToughness;Lamina Fracture Toughness;NA;NA;NA;50;O;-0,24;-0,24;Pearson
